Open,High,Low,Close,Adj Close,Log_Volume
0.7516129348520877,0.7409687065527066,0.7556391291369233,0.7571205965108703,0.7557727524912199,0.4354335244797749
0.780760387761738,0.7759543817663821,0.7914103644498787,0.7913885296290315,0.790230616523405,0.43041577802430275
0.8002304562132332,0.8231338575498577,0.8106630759929718,0.8387850000675903,0.837890186147221,0.5322373742344215
0.8539171363853526,0.8371509059829063,0.8328776695474787,0.8151980521140378,0.8141723045556772,0.45888269833661965
0.8389401438154331,0.8144729458689461,0.8205741606353856,0.8105249994144972,0.8094732100372948,0.39030877280589404
0.8078341886693254,0.8050142450142452,0.8184096242698753,0.8106363701248125,0.8095853802484378,0.24108724307160134
0.8141704557314358,0.8128775156695158,0.8270677469476846,0.8155318082147416,0.8145080994265936,0.23775560151111108
0.8366360309918426,0.8111680113960116,0.8328776695474787,0.8229861802967189,0.8220038371460316,0.22756277844929862
0.8429722980539529,0.8321367977207981,0.8467760634173622,0.8427903402987125,0.8419178499821078,0.2767775614442227
0.8644008802626424,0.8526494814814818,0.8762816003221872,0.8623719480211423,0.8616082381584107,0.325496079902841
0.8775345088409734,0.8862678518518519,0.8818638058995649,0.8988650367787587,0.8983038257585911,0.4095004787647287
0.9132488624453161,0.9406267122507126,0.915926121165711,0.9216732575838196,0.921238470017407,0.68206559960249
0.9508064072301934,0.9475782792022791,0.9569378099446095,0.9506007815642648,0.9503265132489176,0.6265930168303466
0.9726959110819384,0.9511110199430202,0.9641149004797778,0.9587226769735941,0.9584934998708956,0.4118181276481234
0.9793779500214994,0.9566951225071225,0.9466849731907607,0.9421449520391103,0.9418239135369793,0.5037223518717653
0.9475806124108084,0.9302564672364677,0.9033948952312016,0.9002002614485838,0.8996465053446272,0.5169701924633792
0.8971198998691279,0.9076922393162392,0.8966735918964863,0.8801735269151354,0.8795086747065124,0.5603451788757443
0.8867511329463895,0.867578404558405,0.8483709483751531,0.847129458882429,0.8462807974289723,0.5833662742916097
0.8528801433336357,0.8954985982905987,0.8493962047094579,0.9085447202634225,0.9080372870460245,0.5364720859537648
0.9327189308968113,0.9034757720797724,0.8867623249802041,0.8776146040490318,0.8769354971068934,0.6866937458146367
0.9163595074990953,0.9416524786324789,0.9178629291166889,0.9370271174328482,0.9366777173960776,0.6086097791248495
0.9420507047678328,0.924444387464388,0.9172932891010857,0.9084333495531072,0.9079251281961906,0.48461109997077223
0.9005759826989868,0.8801139145299146,0.8574846759795474,0.8421228169713608,0.8412466010795674,0.5550314741206677
0.8503455581677806,0.867578404558405,0.8557757559327381,0.8461281572024835,0.8452742762757643,0.4783148233941965
